SITE ID,SITE NAME,COUNTY,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,LS 2016-17,2017,LS 2017-18,2018,LS 2018-19,2019,LS 2019-20,2020,LS 2020-21,2021,LS 2021-22,2022,LS 2022-23,2023,LS 2023-24,,
3181,"Woodlawn Cemetery,  Santa Monica",Los Angeles,,175,,15,600,60,30,,,,,30,,75,,,,12,,15,,,,,,,,0,,7,0,3,,9,0,,
3207,"Aliviso Resort, Laguna Beach",Orange,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
3197,"Bolsa Chica, Huntington  Beach",Orange,,,,,,,,,,,,,,15,6,25,15,2,,,,3,,0,,,,,,,,0,,,,,
2950,"Calle Ariana, San Clemente",Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,
2947,"Doheny State Beach, Dana Point",Orange,150,120,10,15,0,,0,0,,,,3,,,0,,,,,,,0,,0,,0,,,,14,0,0,,,,,
2976,"Festival of the Arts, Laguna Beach",Orange,,,,,,,,,,,,5,,,,,,,,,,,,0,,0,,0,,,0,,,,,,
2977,"Golden West College, Huntington  Beach",Orange,,800,0,1,35,,0,235,140,15,8,20,,60,50,15,45,8,,15,,0,,2,,0,,0,,,7,,,,,,
2954,"Gum Grove Park, Seal Beach",Orange,"2,000",0,20,0,0,,0,,,,2,25,,40,40,20,25,12,0,35,,0,,8,,0,,0,,0,0,0,0,,,,
2978,"Hospital Site, Dana Point",Orange,650,80,5,0,0,,0,,,,,5,,,,,,,,,,,,0,,0,,,,,0,,,,,,
2975,"Huntington Central Park, (amphitheater)",Orange,"3,800","1,500",0,1,19,,0,123,450,25,60,25,17,30,30,12,10,12,,100,,35,,1,,0,,0,,147,564,193,,,,,
2955,"Huntington Central Park, Gothard St. Site",Orange,"3,000",0,0,1,1,,0,45,,40,,0,4,,2,3,0,0,,12,,1,,9,,0,,0,,12,6,,,,,,
3198,"Junipero & Presidente,  San Clemente",Orange,,,,,,,,,,,,,,5,0,,,0,,,,,,0,,0,,0,,,0,,,,,,
3199,"Marina Park, Seal Beach",Orange,,,,,,,,,,,,,,7,,0,,2,,,,,,1,,0,,0,,0,0,0,0,,,,
2979,"Naval Weapons  Station, Seal Beach",Orange,,200,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,
2957,"Norma Gibbs, Grahm St., Huntington",Orange,350,8,7,0,8,,1,20,60,,1,30,175,100,25,2,135,50,,0,,25,,33,,0,,0,,38,0,0,1,,,,
2949,"San Clemente State Park, San Clemente",Orange,,150,1,20,0,,,104,110,20,1,100,15,240,175,225,120,1,1,0,,3,,0,,3,,1,,13,2,,,14,1,,
2980,"Sundance  Dr., Costa Mesa",Orange,"3,500","1,500",0,5,23,,6,20,,3,10,3,,,280,10,30,29,,1,,1,,1,,,,,,0,0,0,0,,,,
3200,"Trafalgar Ln., San Clemente",Orange,,,,,,,,,,,,,,5,1,,,0,,,,,,1,,0,,,,4,0,,,,,,
3202,Camp Pendleton Main,San Diego,"10,000",5,10,225,,20,15,130,830,300,,50,12,2,,,,,,,,,,,,0,0,,,0,,,,,,,
3184,"Crest Dr., Encinitas",San Diego,50,,0,0,,,0,,,,,,,,,,,0,,,,0,1,,,0,,1,0,35,30,,,0,0,,
3022,"Crest Rd., Del Mar",San Diego,300,0,,,,,,,,,,,,,,0,,0,,,,0,,,,0,0,0,0,0,,,,0,0,,
3024,"El Camino Real & Chestnut,  Carlsbad",San Diego,150,60,2,0,0,0,0,,,,1,25,,,0,20,0,1,,0,,4,,,,10,,,0,1,1,,0,,,,
3026,"El Prado & 6th Street, Balboa Park",San Diego,100,0,6,0,0,,0,,,,,1,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,,,0,,,
3254,Emerald Isle Golf Course,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,0,,0,,,0,,
3019,"Eucalyptus  Park, Chula Vista",San Diego,250,190,25,0,0,,3,,,0,0,50,0,20,0,30,2,10,0,0,,0,,0,0,,,0,0,,,,,0,,,
3027,"Grape Street Park, Balboa Park",San Diego,200,30,0,0,0,,0,,,,,90,0,30,30,10,15,30,20,2,,0,,0,0,0,9,,0,0,2,,12,2,3,,
3205,"Hidden Pines Trail, Torrey Pines SNR",San Diego,170,5,0,1,15,0,0,,0,,,5,,,0,30,0,5,,,,0,,,,2,0,0,1,91,5,6,0,1,,,
3013,"Hosp Grove, Carlsbad",San Diego,"1,100",200,0,0,6,0,0,0,0,,0,15,,40,5,35,0,0,0,0,,0,,2,0,8,,,,0,0,0,,0,0,,
3276,"Las Flores Adobe, Camp Pendleton",San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,4,,
3018,"Lemongrove, Camp Pendleton",San Diego,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,5,14,0,,,10,,
3180,"Mount Soledad, La Jolla, Romero Dr.",San Diego,500,70,0,,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,
3020,"Nogales Site, Del Mar",San Diego,"1,100",400,25,40,1,0,3,45,12,30,20,75,,20,15,75,30,45,,30,,3,,,,0,0,0,0,3,,1,0,4,1,,
3030,"Pottery Canyon, La Jolla",San Diego,55,15,0,0,0,,1,,,,,0,,,0,,,20,6,8,,0,,,,0,0,2,0,0,0,0,0,0,0,,
3016,"Presidio Park, Old Town",San Diego,250,100,17,32,25,5,13,50,20,25,20,60,5,50,10,40,15,30,3,0,,1,0,3,4,0,0,1,2,8,1,3,1,0,0,,
3025,"Quail Gardens Dr., Encinitas",San Diego,50,,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,,,,0,11,0,,,,,
3014,San Diego Botanic Garden,San Diego,150,7,0,17,6,15,15,,,20,10,30,,40,15,12,0,25,,,,0,,,,0,,,,0,0,0,,,,,
3028,"San Dieguito County Park, Solana Beach",San Diego,120,8,0,0,0,,0,,,,,0,,,,,,0,,0,,0,,,,0,,0,,1,,0,0,0,0,,
3204,"San Onofre Creek, Camp Pendleton",San Diego,,,,,,,,,,,,150,1,35,,,,,,0,,,,,,,,0,0,2,0,,0,,,,
3206,South Torrey Pines State Natural Reserve,San Diego,80,5,0,0,5,0,0,,,,0,,,2,,0,0,0,0,,,,,,,0,0,,0,0,0,0,,,,,
3017,"Space Theater Way, Balboa Park",San Diego,100,0,0,0,2,,0,,,,,10,,,10,,10,10,,0,,0,,0,0,0,,3,0,0,,1,,0,0,,
3203,"Tomato Fields, Camp Pendleton",San Diego,,,,,,,,,30,,,130,50,20,,,,,,,,,,,,,,0,0,"1,035",1,38,0,,,,
3029,UCSD Che Cafe,San Diego,450,50,3,0,0,0,0,0,,,0,0,,1,0,0,0,0,,,,2,1,,4,0,0,0,0,5,0,0,0,0,0,,
3031,"UCSD Coast Site, Azul St.",San Diego,"2,400",350,10,26,15,0,0,35,10,20,0,30,5,90,2,25,60,30,150,10,,0,0,0,0,1,0,,,9,0,0,0,0,0,,
3023,UCSD Mandeville,San Diego,"8,000",750,1,1,1,0,0,0,,,0,1,,10,0,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,,0,0,,
3219,UCSD Running Field,San Diego,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,0,,,,,,,,
3032,"UCSD Salk Site, Near Salk Institute",San Diego,0,325,0,0,0,0,0,,,,0,,,,,0,0,0,,,,,,0,,0,0,0,0,0,0,,0,1,,,
3033,"UCSD Weiss, Near the Weiss Theater",San Diego,40,20,1,6,2,0,0,0,,,,1,,0,0,0,0,0,,,,3,3,0,0,0,0,0,0,1,0,1,0,0,0,,
3201,"Veterans Park, Imperial Beach",San Diego,,,,,,,,,,,,,,12,5,15,12,25,15,0,,47,,7,0,1,0,7,,2,,30,4,12,15,,
3153,"El Sauzal, Near Mex. 1 and Mex. 3",Baja California,"2,000",600,100,48,,,20,40,,,,,,,,,,,,,,19,,0,,,,0,,,,,,15,,,
3247,Hotel Villas California,Baja California,,,,,,,,,,,,,,,,,,,,,,28,,0,,,,,,,,,,,,,
3154,La Mission,Baja California,30,7,,12,,,1,3,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,
3155,La Salina,Baja California,"1,700",800,50,80,,,60,45,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
3156,"Moneadero,  12 miles south of Ensenada",Baja California,50,250,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,Rancho Santa Anita (Mex. 3),Baja California,900,100,,54,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,Real Del Mar,Baja California,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,,,
3278,Buckskin State Park,"Parker, AZ",,,,,,,,,,,,,,,,,,,,110,,8,,0,,2,,0,,0,40,12,,25,0,,
3279,Desert Botanical Garden,"Phoenix, AZ",,,,,,,,,,,,,,12,1,,0,1,,,,0,,,,,,,,,,0,,,,,
3280,McClintock  & Salt River Riparian Area,"Tempe, AZ",,,,,,,,,,,,,,5,12,,2,,,,,0,,,,,,0,0,0,,0,,0,0,,
3281,Rio Salado Habitat Restoration  Area-Main,"Phoenix, AZ",,,,,,,,,,,,,,17,42,,12,2,10,6,,2,,3,,2,,8,0,13,13,7,7,4,0,,
3282,Rio Salado Habitat Restoration  Area-N. Anex,"Phoenix, AZ",,,,,,,,,,,,,,2,26,,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,
3283,Rio Salado Habitat Restoration  Area-S. Anex,"Phoenix, AZ",,,,,,,,,,,,,,6,18,,1,0,1,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,
3284,Rotary Park,"Lake Havasu, AZ",,,,,,,,,,,,,,,,,,,,60,,6,,0,,2,,3,0,106,30,65,,0,0,,
3285,Singh Farm,"Scottsdale, AZ",,,,,,,,,,,,,,,,,,8,0,,,0,,0,,,,0,0,,,0,,,,,
3286,South Mountain & 24th Street,"Phoenix, AZ",,,,,,,,,,,,,,10,15,,6,3,,1,,0,,0,,,,0,0,0,,0,,,,,
2846,Hunter Canyon,Inyo,,,,,,,,,,,,,,,,,,,,,,137,0,20,0,19,,3,,620,,227,,,55,,
2847,McElvoy Canyon,Inyo,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,26,,236,,3,,,,,
2848,Willow Canyon,Inyo,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,4,,9,,,,,,,
,,Total monarchs reported,"1,235,490","564,349","267,074","390,057","209,570","99,353","254,378","205,085","218,679","221,058","86,437","131,889","58,468","143,204","222,525","144,812","211,275","234,726","292,880","298,464","98,950","192,626","74,728","27,721","16,554","29,429","11,971","1,901","1,069","247,246","151,168","335,479","116,758","233,394","141,076",,
,,Number of sites monitored,101,111,117,139,126,94,123,83,91,87,92,116,76,114,128,136,163,184,185,252,46,263,115,213,143,238,118,248,166,284,207,270,175,257,200,,
,,Average,"12,233","5,084","2,283","2,806","1,663","1,057","2,068","2,471","2,403","2,541",940,"1,137",769,"1,256","1,738","1,065","1,296","1,276","1,583","1,184","2,151",732,650,130,116,124,101,8,6,871,730,"1,243",667,908,705,,
,,Standard error,2179,1370,625,610,438,360,469,587,713,530,265,294,260,343,335,295,296,293,270,222,500,136,202,24,31,36,40,2,3,176,158,235,183,177,159,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peak-Season & Late-Season Count Comparison:,Number of sites monitored for both peak-season count & late-season count,,,,,,,,,,,,,,,,,,,,46,,115,,130,,117,,159,,195,,167,,179,,,
,,Modified peak-season count,,,,,,,,,,,,,,,,,,,,"171,293",,"147,301",,"25,441",,"21,941",,"1,603",,"241,426",,"275,563",,"193,442",,,
,,Modified late-season count,,,,,,,,,,,,,,,,,,,,"98,950",,"74,728",,"16,063",,"11,970",,"1,039",,"150,453",,"116,741",,"138,448",,,
,,Percent Change (%),,,,,,,,,,,,,,,,,,,,-42%,,-49%,,-37%,,-45%,,-35%,,-38%,,-58%,,-28%,,,
